?cls	?xref
<http://purl.obolibrary.org/obo/CL_0002068>	"FMA:14146"
<http://purl.obolibrary.org/obo/CL_0002068>	"BTO:0001032"
<http://purl.obolibrary.org/obo/UBERON_0005420>	"TAO:0001384"
<http://purl.obolibrary.org/obo/UBERON_0005420>	"VHOG:0001260"
<http://purl.obolibrary.org/obo/UBERON_0005420>	"EFO:0003469"
<http://purl.obolibrary.org/obo/UBERON_0005420>	"ZFA:0001384"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"galen:Jaw"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"UMLS:C0022359"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"BTO:0001749"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"NCIT:C48821"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"AAO:0000988"
<http://purl.obolibrary.org/obo/UBERON_0001708>	<http://linkedlifedata.com/resource/umls/id/C0022359>
<http://purl.obolibrary.org/obo/UBERON_0001708>	"OpenCyc:Mx4rvVjjEZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"GAID:214"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"MESH:D007568"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"FMA:54396"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"EMAPA:35455"
<http://purl.obolibrary.org/obo/UBERON_0001708>	<http://en.wikipedia.org/wiki/Jaw>
<http://purl.obolibrary.org/obo/UBERON_0001708>	"MA:0001905"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"TAO:0001227"
<http://purl.obolibrary.org/obo/UBERON_0001708>	<http://www.snomedbrowser.com/Codes/Details/181811001>
<http://purl.obolibrary.org/obo/UBERON_0001708>	"ZFA:0001227"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"SCTID:181811001"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"Wikipedia:Jaw"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"EV:0300051"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"XAO:1000010"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"XtroDO:0000083"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"BILS:0000112"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"ZFS:0000051"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"MmusDv:0000043"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"EFO:0001300"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"BTO:0002168"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"OGES:000009"
<http://purl.obolibrary.org/obo/UBERON_0011582>	"VSAO:0000301"
<http://purl.obolibrary.org/obo/CL_0002503>	"FMA:84639"
<http://purl.obolibrary.org/obo/CL_0002503>	"BTO:0002441"
<http://purl.obolibrary.org/obo/UBERON_0004785>	"BTO:0000973"
<http://purl.obolibrary.org/obo/UBERON_0004785>	"MESH:D020545"
<http://purl.obolibrary.org/obo/UBERON_0004785>	"EMAPA:18334"
<http://purl.obolibrary.org/obo/UBERON_0004785>	"MA:0001827"
<http://purl.obolibrary.org/obo/UBERON_0004785>	"FMA:302092"
<http://purl.obolibrary.org/obo/UBERON_0004785>	"EMAPA:37577"
<http://purl.obolibrary.org/obo/UBERON_0004785>	"GAID:304"
<http://purl.obolibrary.org/obo/UBERON_0000015>	"FMA:50705"
<http://purl.obolibrary.org/obo/UBERON_0000015>	"AEO:0000192"
<http://purl.obolibrary.org/obo/UBERON_0000015>	"CARO:0000010"
<http://purl.obolibrary.org/obo/UBERON_0012275>	"FMA:86452"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"VHOG:0000277"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"UMLS:C1267406"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"EHDAA:486"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"NCIT:C33858"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"MA:0002720"
<http://purl.obolibrary.org/obo/UBERON_0004582>	<http://linkedlifedata.com/resource/umls/id/C1267406>
<http://purl.obolibrary.org/obo/UBERON_0004582>	"EHDAA2:0002171"
<http://purl.obolibrary.org/obo/UBERON_0004582>	<http://www.snomedbrowser.com/Codes/Details/362060003>
<http://purl.obolibrary.org/obo/UBERON_0004582>	"EMAPA:16240"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"BTO:0004692"
<http://purl.obolibrary.org/obo/UBERON_0004582>	"SCTID:362060003"
<http://purl.obolibrary.org/obo/UBERON_0008307>	"BTO:0004293"
<http://purl.obolibrary.org/obo/UBERON_0004909>	"EHDAA:5931"
<http://purl.obolibrary.org/obo/UBERON_0004909>	"FBbt:00004859"
<http://purl.obolibrary.org/obo/UBERON_0004909>	"UMLS:C1517534"
<http://purl.obolibrary.org/obo/UBERON_0004909>	"NCIT:C32676"
<http://purl.obolibrary.org/obo/UBERON_0004909>	<http://linkedlifedata.com/resource/umls/id/C1517534>
<http://purl.obolibrary.org/obo/UBERON_0004909>	"EHDAA:4032"
<http://purl.obolibrary.org/obo/UBERON_0004233>	"EMAPA:35520"
<http://purl.obolibrary.org/obo/UBERON_0004233>	"MA:0002410"
<http://purl.obolibrary.org/obo/CL_0000136>	"FMA:63880"
<http://purl.obolibrary.org/obo/CL_0000136>	"CALOHA:TS-0012"
<http://purl.obolibrary.org/obo/CL_0000136>	"BTO:0000443"
<http://purl.obolibrary.org/obo/UBERON_0002348>	<http://en.wikipedia.org/wiki/Epicardium>
<http://purl.obolibrary.org/obo/UBERON_0002348>	"TAO:0005057"
<http://purl.obolibrary.org/obo/UBERON_0002348>	"ZFA:0005057"
<http://purl.obolibrary.org/obo/UBERON_0002348>	"EHDAA2:0002202"
<http://purl.obolibrary.org/obo/UBERON_0002348>	"UMLS:C0225968"
<http://purl.obolibrary.org/obo/UBERON_0002348>	"NCIT:C13164"
<http://purl.obolibrary.org/obo/UBERON_0002348>	<http://linkedlifedata.com/resource/umls/id/C0225968>
<http://purl.obolibrary.org/obo/UBERON_0002348>	"FMA:9461"
<http://purl.obolibrary.org/obo/UBERON_0002348>	"VHOG:0000119"
<http://purl.obolibrary.org/obo/UBERON_0002348>	"galen:Epicardium"
<http://purl.obolibrary.org/obo/UBERON_0002348>	"AAO:0010409"
<http://purl.obolibrary.org/obo/UBERON_0002348>	"XAO:0000316"
<http://purl.obolibrary.org/obo/UBERON_0002348>	"Wikipedia:Epicardium"
<http://purl.obolibrary.org/obo/UBERON_0007285>	"XAO:0004134"
<http://purl.obolibrary.org/obo/UBERON_0007285>	"EFO:0003443"
<http://purl.obolibrary.org/obo/UBERON_0007285>	"ZFA:0000591"
<http://purl.obolibrary.org/obo/UBERON_0007285>	"TAO:0000591"
<http://purl.obolibrary.org/obo/UBERON_0002458>	"NCIT:C33587"
<http://purl.obolibrary.org/obo/UBERON_0002458>	"MA:0002043"
<http://purl.obolibrary.org/obo/UBERON_0002458>	<http://en.wikipedia.org/wiki/Spinal_artery>
<http://purl.obolibrary.org/obo/UBERON_0002458>	<http://www.snomedbrowser.com/Codes/Details/244228006>
<http://purl.obolibrary.org/obo/UBERON_0002458>	"UMLS:C0447043"
<http://purl.obolibrary.org/obo/UBERON_0002458>	"ZFA:0000682"
<http://purl.obolibrary.org/obo/UBERON_0002458>	"EHDAA2:0001890"
<http://purl.obolibrary.org/obo/UBERON_0002458>	"EMAPA:18241"
<http://purl.obolibrary.org/obo/UBERON_0002458>	"TAO:0000682"
<http://purl.obolibrary.org/obo/UBERON_0002458>	"EHDAA:4355"
<http://purl.obolibrary.org/obo/UBERON_0002458>	<http://linkedlifedata.com/resource/umls/id/C0447043>
<http://purl.obolibrary.org/obo/UBERON_0002458>	"SCTID:244228006"
<http://purl.obolibrary.org/obo/UBERON_0002458>	"Wikipedia:Spinal_artery"
<http://purl.obolibrary.org/obo/UBERON_0003115>	"TAO:0001599"
<http://purl.obolibrary.org/obo/UBERON_0003115>	"AAO:0010366"
<http://purl.obolibrary.org/obo/UBERON_0003115>	"EHDAA2:0000086"
<http://purl.obolibrary.org/obo/UBERON_0003115>	<http://www.snomedbrowser.com/Codes/Details/308770007>
<http://purl.obolibrary.org/obo/UBERON_0003115>	"EMAPA:16760"
<http://purl.obolibrary.org/obo/UBERON_0003115>	"VHOG:0000299"
<http://purl.obolibrary.org/obo/UBERON_0003115>	"XAO:0000449"
<http://purl.obolibrary.org/obo/UBERON_0003115>	"FMA:293035"
<http://purl.obolibrary.org/obo/UBERON_0003115>	"ZFA:0001607"
<http://purl.obolibrary.org/obo/UBERON_0003115>	"EHDAA:1663"
<http://purl.obolibrary.org/obo/UBERON_0003115>	"SCTID:308770007"
<http://purl.obolibrary.org/obo/UBERON_0000361>	<http://www.snomedbrowser.com/Codes/Details/328538003>
<http://purl.obolibrary.org/obo/UBERON_0000361>	"FMA:74595"
<http://purl.obolibrary.org/obo/UBERON_0000361>	<http://www.snomedbrowser.com/Codes/Details/75330005>
<http://purl.obolibrary.org/obo/UBERON_0000361>	"BTO:0001160"
<http://purl.obolibrary.org/obo/UBERON_0000361>	"SCTID:75330005"
<http://purl.obolibrary.org/obo/UBERON_0000361>	"SCTID:328538003"
<http://purl.obolibrary.org/obo/UBERON_0004348>	"VHOG:0001296"
<http://purl.obolibrary.org/obo/UBERON_0004348>	"EHDAA:938"
<http://purl.obolibrary.org/obo/UBERON_0004348>	"EMAPA:16322"
<http://purl.obolibrary.org/obo/UBERON_0004348>	"RETIRED_EHDAA2:0001308"
<http://purl.obolibrary.org/obo/UBERON_0005946>	"FMA:14141"
<http://purl.obolibrary.org/obo/UBERON_0004874>	<http://en.wikipedia.org/wiki/Somatopleure>
<http://purl.obolibrary.org/obo/UBERON_0004874>	"VHOG:0000557"
<http://purl.obolibrary.org/obo/UBERON_0004874>	"UMLS:C1519423"
<http://purl.obolibrary.org/obo/UBERON_0004874>	"NCIT:C34301"
<http://purl.obolibrary.org/obo/UBERON_0004874>	"FMA:295566"
<http://purl.obolibrary.org/obo/UBERON_0004874>	"EHDAA2:0001847"
<http://purl.obolibrary.org/obo/UBERON_0004874>	<http://linkedlifedata.com/resource/umls/id/C1519423>
<http://purl.obolibrary.org/obo/UBERON_0004874>	"EMAPA:16180"
<http://purl.obolibrary.org/obo/UBERON_0004874>	"EHDAA:381"
<http://purl.obolibrary.org/obo/UBERON_0004874>	"Wikipedia:Somatopleure"
<http://purl.obolibrary.org/obo/UBERON_0000104>	"ncithesaurus:Life"
<http://purl.obolibrary.org/obo/UBERON_0000104>	"MmusDv:0000001"
<http://purl.obolibrary.org/obo/UBERON_0000104>	"HsapDv:0000001"
<http://purl.obolibrary.org/obo/UBERON_0000104>	"OGES:000011"
<http://purl.obolibrary.org/obo/UBERON_0000104>	"FBdv:00000000"
<http://purl.obolibrary.org/obo/UBERON_0014907>	"XAO:0004075"
<http://purl.obolibrary.org/obo/UBERON_0014907>	"TAO:0001285"
<http://purl.obolibrary.org/obo/UBERON_0014907>	"EFO:0003664"
<http://purl.obolibrary.org/obo/UBERON_0014907>	"ZFA:0001285"
<http://purl.obolibrary.org/obo/UBERON_0014907>	"EMAPA:37389"
<http://purl.obolibrary.org/obo/CL_0002072>	"BTO:0004190"
<http://purl.obolibrary.org/obo/CL_0002072>	"FMA:67101"
<http://purl.obolibrary.org/obo/UBERON_0005388>	"FBbt:00004200"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"EMAPA:17680"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"MAT:0000340"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"EFO:0000831"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"OpenCyc:Mx4rvVlEyJwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"MA:0000316"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"BTO:0001328"
<http://purl.obolibrary.org/obo/UBERON_0003128>	<http://en.wikipedia.org/wiki/Cranium_(anatomy)>
<http://purl.obolibrary.org/obo/UBERON_0003128>	"MIAA:0000340"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"FMA:71325"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"EHDAA:6029"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"VHOG:0000334"
<http://purl.obolibrary.org/obo/UBERON_0003128>	<http://www.snomedbrowser.com/Codes/Details/181889008>
<http://purl.obolibrary.org/obo/UBERON_0003128>	"Wikipedia:Cranium_(anatomy)"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"SCTID:181889008"
<http://purl.obolibrary.org/obo/UBERON_0009618>	"EHDAA2:0002094"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EHDAA2:0001512"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"FMA:321916"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"ZFA:0000149"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EHDAA:424"
<http://purl.obolibrary.org/obo/UBERON_0005498>	<http://www.snomedbrowser.com/Codes/Details/361522004>
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EMAPA:16215"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"TAO:0000149"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EHDAA:436"
<http://purl.obolibrary.org/obo/UBERON_0005498>	<http://en.wikipedia.org/wiki/Primitive_heart_tube>
<http://purl.obolibrary.org/obo/UBERON_0005498>	"Wikipedia:Primitive_heart_tube"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"SCTID:361522004"
<http://purl.obolibrary.org/obo/UBERON_0004770>	"FMA:23878"
<http://purl.obolibrary.org/obo/UBERON_0004770>	"VSAO:0000181"
<http://purl.obolibrary.org/obo/UBERON_0004770>	"EMAPA:35150"
<http://purl.obolibrary.org/obo/UBERON_0004770>	"MA:0003007"
<http://purl.obolibrary.org/obo/UBERON_0004770>	<http://www.snomedbrowser.com/Codes/Details/361827000>
<http://purl.obolibrary.org/obo/UBERON_0004770>	"SCTID:361827000"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"UMLS:C1518263"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"EMAPA:17171"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"EHDAA:4763"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"EHDAA2:0001253"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"AAO:0011095"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"MA:0000277"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"TAO:0000046"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"VHOG:0000535"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"FMA:58628"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"CALOHA:TS-0685"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"XAO:0003216"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"NCIT:C33166"
<http://purl.obolibrary.org/obo/UBERON_0003902>	<http://linkedlifedata.com/resource/umls/id/C1518263>
<http://purl.obolibrary.org/obo/UBERON_0003902>	"EMAPA:18590"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"BTO:0000929"
<http://purl.obolibrary.org/obo/UBERON_0003902>	"ZFA:0000046"
<http://purl.obolibrary.org/obo/UBERON_1000021>	"UMLS:C0222084"
<http://purl.obolibrary.org/obo/UBERON_1000021>	"EMAPA:36657"
<http://purl.obolibrary.org/obo/UBERON_1000021>	"FMA:24758"
<http://purl.obolibrary.org/obo/UBERON_1000021>	<http://linkedlifedata.com/resource/umls/id/C0222084>
<http://purl.obolibrary.org/obo/UBERON_1000021>	<http://www.snomedbrowser.com/Codes/Details/361703006>
<http://purl.obolibrary.org/obo/UBERON_1000021>	"NCIT:C33561"
<http://purl.obolibrary.org/obo/UBERON_1000021>	"SCTID:361703006"
<http://purl.obolibrary.org/obo/UBERON_0011233>	<http://en.wikipedia.org/wiki/Synovial_sheath>
<http://purl.obolibrary.org/obo/UBERON_0011233>	"FMA:40878"
<http://purl.obolibrary.org/obo/UBERON_0011233>	"BTO:0001823"
<http://purl.obolibrary.org/obo/UBERON_0011233>	"Wikipedia:Synovial_sheath"
<http://purl.obolibrary.org/obo/UBERON_0010161>	<http://www.snomedbrowser.com/Codes/Details/91747007>
<http://purl.obolibrary.org/obo/UBERON_0010161>	"FMA:312610"
<http://purl.obolibrary.org/obo/UBERON_0010161>	"SCTID:91747007"
<http://purl.obolibrary.org/obo/UBERON_0002406>	"TAO:0000054"
<http://purl.obolibrary.org/obo/UBERON_0002406>	"FMA:9868"
<http://purl.obolibrary.org/obo/UBERON_0002406>	<http://www.snomedbrowser.com/Codes/Details/361326002>
<http://purl.obolibrary.org/obo/UBERON_0002406>	"RETIRED_EHDAA2:0001443"
<http://purl.obolibrary.org/obo/UBERON_0002406>	"SCTID:361326002"
<http://purl.obolibrary.org/obo/UBERON_0036244>	"FMA:20932"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"BSA:0000039"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"CALOHA:TS-0229"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"FMA:69068"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"GAID:963"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"BILA:0000056"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EHDAA2_RETIRED:0003236"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"OGEM:000001"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"AAO:0011035"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"VHOG:0001766"
<http://purl.obolibrary.org/obo/UBERON_0000922>	<http://linkedlifedata.com/resource/umls/id/C0013935>
<http://purl.obolibrary.org/obo/UBERON_0000922>	"ZFA:0000103"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"MIAA:0000019"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"MESH:D004622"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EMAPA:16039"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"UMLS:C0013935"
<http://purl.obolibrary.org/obo/UBERON_0000922>	<http://en.wikipedia.org/wiki/Embryo>
<http://purl.obolibrary.org/obo/UBERON_0000922>	"BTO:0000379"
<http://purl.obolibrary.org/obo/UBERON_0000922>	<http://www.snomedbrowser.com/Codes/Details/57991002>
<http://purl.obolibrary.org/obo/UBERON_0000922>	"OpenCyc:Mx4rwP1ceZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"FBbt:00000052"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EHDAA2:0000002"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"AEO:0000169"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"NCIT:C28147"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"MAT:0000226"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EHDAA:38"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"XAO:0000113"
<http://purl.obolibrary.org/obo/UBERON_0000922>	<http://neurolex.org/wiki/Category:Embryonic_organism>
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EFO:0001367"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"SCTID:57991002"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"http://neurolex.org/wiki/Category:Embryonic_organism"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"Wikipedia:Embryo"
<http://purl.obolibrary.org/obo/UBERON_0002333>	"FMA:8612"
<http://purl.obolibrary.org/obo/UBERON_0002333>	"EMAPA:17015"
<http://purl.obolibrary.org/obo/UBERON_0002333>	"galen:PulmonaryTrunk"
<http://purl.obolibrary.org/obo/UBERON_0002333>	"NCIT:C116918"
<http://purl.obolibrary.org/obo/UBERON_0002333>	"EHDAA2:0001576"
<http://purl.obolibrary.org/obo/UBERON_0002333>	"MA:0002033"
<http://purl.obolibrary.org/obo/UBERON_0002333>	"EHDAA:9831"
<http://purl.obolibrary.org/obo/UBERON_0002333>	"VHOG:0001134"
<http://purl.obolibrary.org/obo/UBERON_0002333>	"OpenCyc:Mx4rv-6d0ZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0013136>	<http://www.snomedbrowser.com/Codes/Details/367664002>
<http://purl.obolibrary.org/obo/UBERON_0013136>	"SCTID:367664002"
<http://purl.obolibrary.org/obo/UBERON_0003364>	"MA:0003132"
<http://purl.obolibrary.org/obo/UBERON_0003364>	"EMAPA:17663"
<http://purl.obolibrary.org/obo/UBERON_0007270>	"TAO:0000258"
<http://purl.obolibrary.org/obo/UBERON_0007270>	"ZFA:0000258"
<http://purl.obolibrary.org/obo/UBERON_0002111>	"MA:0000708"
<http://purl.obolibrary.org/obo/UBERON_0002111>	"NCIT:C49195"
<http://purl.obolibrary.org/obo/UBERON_0002111>	"CALOHA:TS-1198"
<http://purl.obolibrary.org/obo/UBERON_0002111>	<http://linkedlifedata.com/resource/umls/id/C1706851>
<http://purl.obolibrary.org/obo/UBERON_0002111>	"FMA:72024"
<http://purl.obolibrary.org/obo/UBERON_0002111>	"UMLS:C1706851"
<http://purl.obolibrary.org/obo/UBERON_0002111>	"EMAPA:36285"
<http://purl.obolibrary.org/obo/UBERON_0002111>	"BTO:0000087"
<http://purl.obolibrary.org/obo/UBERON_0003837>	"MA:0000560"
<http://purl.obolibrary.org/obo/UBERON_0003837>	"EMAPA:37253"
<http://purl.obolibrary.org/obo/UBERON_0002049>	"ZFA:0005249"
<http://purl.obolibrary.org/obo/UBERON_0002049>	"FMA:69050"
<http://purl.obolibrary.org/obo/UBERON_0002049>	"BTO:0003718"
<http://purl.obolibrary.org/obo/UBERON_0002049>	"TAO:0005249"
<http://purl.obolibrary.org/obo/UBERON_0003615>	"MA:0002860"
<http://purl.obolibrary.org/obo/UBERON_0002119>	<http://linkedlifedata.com/resource/umls/id/C0227874>
<http://purl.obolibrary.org/obo/UBERON_0002119>	"EMAPA:37366"
<http://purl.obolibrary.org/obo/UBERON_0002119>	"UMLS:C0227874"
<http://purl.obolibrary.org/obo/UBERON_0002119>	<http://www.snomedbrowser.com/Codes/Details/280124008>
<http://purl.obolibrary.org/obo/UBERON_0002119>	"NCIT:C32969"
<http://purl.obolibrary.org/obo/UBERON_0002119>	"FMA:7214"
<http://purl.obolibrary.org/obo/UBERON_0002119>	"MA:0001704"
<http://purl.obolibrary.org/obo/UBERON_0002119>	"SCTID:280124008"
<http://purl.obolibrary.org/obo/CL_0000723>	"FMA:63368"
<http://purl.obolibrary.org/obo/CL_0000723>	"CALOHA:TS-2086"
<http://purl.obolibrary.org/obo/CL_0000723>	"MESH:D053687"
<http://purl.obolibrary.org/obo/UBERON_0001710>	"EHDAA:7995"
<http://purl.obolibrary.org/obo/UBERON_0001710>	"FMA:59398"
<http://purl.obolibrary.org/obo/UBERON_0001710>	<http://www.snomedbrowser.com/Codes/Details/362637005>
<http://purl.obolibrary.org/obo/UBERON_0001710>	"MESH:D008334"
<http://purl.obolibrary.org/obo/UBERON_0001710>	<http://en.wikipedia.org/wiki/Lower_jaw>
<http://purl.obolibrary.org/obo/UBERON_0001710>	"EFO:0003660"
<http://purl.obolibrary.org/obo/UBERON_0001710>	"VHOG:0000453"
<http://purl.obolibrary.org/obo/UBERON_0001710>	"EMAPA:17906"
<http://purl.obolibrary.org/obo/UBERON_0001710>	"EHDAA2:0001018"
<http://purl.obolibrary.org/obo/UBERON_0001710>	"ncithesaurus:Lower_Jaw"
<http://purl.obolibrary.org/obo/UBERON_0001710>	"AAO:0000272"
<http://purl.obolibrary.org/obo/UBERON_0001710>	"SCTID:362637005"
<http://purl.obolibrary.org/obo/UBERON_0001710>	"Wikipedia:Lower_jaw"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"BILA:0000055"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"VHOG:0001762"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"FBbt:00007010"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"TGMA:0001847"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"AAO:0010048"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"ZFA:0001488"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"HAO:0000055"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"TAO:0001488"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"AEO:0000055"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"CARO:0000055"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"XAO:0003037"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"EHDAA2:0003055"
<http://purl.obolibrary.org/obo/UBERON_0004121>	"FBbt:00025990"
<http://purl.obolibrary.org/obo/UBERON_0008947>	"UMLS:C1514898"
<http://purl.obolibrary.org/obo/UBERON_0008947>	"NCIT:C34283"
<http://purl.obolibrary.org/obo/UBERON_0008947>	<http://linkedlifedata.com/resource/umls/id/C1514898>
<http://purl.obolibrary.org/obo/UBERON_0008947>	"EHDAA2:0004069"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"ZFA:0005621"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"EMAPA:35179"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"MA:0002780"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"MESH:D001842"
<http://purl.obolibrary.org/obo/UBERON_0002481>	<http://linkedlifedata.com/resource/umls/id/C0391978>
<http://purl.obolibrary.org/obo/UBERON_0002481>	"UMLS:C0391978"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"NCIT:C13076"
<http://purl.obolibrary.org/obo/UBERON_0002481>	<http://en.wikipedia.org/wiki/Bone_tissue>
<http://purl.obolibrary.org/obo/UBERON_0002481>	"XAO:0004040"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"VSAO:0000047"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"FMA:224804"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"galen:BoneTissue"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"CALOHA:TS-2011"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"Wikipedia:Bone_tissue"
<http://purl.obolibrary.org/obo/CHEBI_27594>	"WebElements:C"
<http://purl.obolibrary.org/obo/CHEBI_27594>	"KEGG:C06265"
<http://purl.obolibrary.org/obo/UBERON_0010409>	"EMAPA:35336"
<http://purl.obolibrary.org/obo/UBERON_0010409>	"MA:0002486"
<http://purl.obolibrary.org/obo/UBERON_0010258>	"EHDAA2:0004423"
<http://purl.obolibrary.org/obo/CL_0000163>	"FMA:83809"
<http://purl.obolibrary.org/obo/GO_0005587>	"Wikipedia:Collagen_type_IV"
<http://purl.obolibrary.org/obo/UBERON_0004247>	"EMAPA:37248"
<http://purl.obolibrary.org/obo/UBERON_0004247>	"MA:0000494"
<http://purl.obolibrary.org/obo/UBERON_0003037>	"AAO:0011127"
<http://purl.obolibrary.org/obo/UBERON_0003037>	"FMA:86461"
<http://purl.obolibrary.org/obo/UBERON_0003037>	"OpenCyc:Mx4rrqot_on_EdaAAAACs0uFOQ"
<http://purl.obolibrary.org/obo/UBERON_0003037>	<http://en.wikipedia.org/wiki/Septum>
<http://purl.obolibrary.org/obo/UBERON_0003037>	"Wikipedia:Septum"
<http://purl.obolibrary.org/obo/GO_0031982>	"Wikipedia:Vesicle_(biology)"
<http://purl.obolibrary.org/obo/GO_0031982>	"NIF_Subcellular:sao221389602"
<http://purl.obolibrary.org/obo/UBERON_0005179>	"MA:0000543"
<http://purl.obolibrary.org/obo/UBERON_0005179>	"EMAPA:37275"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"MA:0000327"
