?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0000069>	"BTO:0000954"
<http://purl.obolibrary.org/obo/UBERON_0000069>	"FBdv:00005336"
<http://purl.obolibrary.org/obo/UBERON_0000069>	"BTO:0000915"
<http://purl.obolibrary.org/obo/UBERON_0003413>	"ZFA:0000789"
<http://purl.obolibrary.org/obo/UBERON_0003413>	"EHDAA2:0002135"
<http://purl.obolibrary.org/obo/UBERON_0003413>	"EMAPA:16408"
<http://purl.obolibrary.org/obo/UBERON_0003413>	"EHDAA:1703"
<http://purl.obolibrary.org/obo/UBERON_0003413>	"TAO:0000789"
<http://purl.obolibrary.org/obo/UBERON_0006915>	"NCIT:C13180"
<http://purl.obolibrary.org/obo/UBERON_0006915>	"FMA:45563"
<http://purl.obolibrary.org/obo/UBERON_0006915>	<http://en.wikipedia.org/wiki/Stratified_squamous_epithelium>
<http://purl.obolibrary.org/obo/UBERON_0006915>	<http://linkedlifedata.com/resource/umls/id/C0836131>
<http://purl.obolibrary.org/obo/UBERON_0006915>	"UMLS:C0836131"
<http://purl.obolibrary.org/obo/UBERON_0006915>	"Wikipedia:Stratified_squamous_epithelium"
<http://purl.obolibrary.org/obo/UBERON_0006267>	"EHDAA2:0001278"
<http://purl.obolibrary.org/obo/UBERON_0006267>	"EHDAA:264"
<http://purl.obolibrary.org/obo/UBERON_0006267>	"UMLS:C1518429"
<http://purl.obolibrary.org/obo/UBERON_0006267>	"NCIT:C34231"
<http://purl.obolibrary.org/obo/UBERON_0006267>	"VHOG:0001212"
<http://purl.obolibrary.org/obo/UBERON_0006267>	"EMAPA:16101"
<http://purl.obolibrary.org/obo/UBERON_0006267>	<http://linkedlifedata.com/resource/umls/id/C1518429>
<http://purl.obolibrary.org/obo/UBERON_0035552>	<http://linkedlifedata.com/resource/umls/id/C0226514>
<http://purl.obolibrary.org/obo/UBERON_0035552>	<http://en.wikipedia.org/wiki/Deep_vein>
<http://purl.obolibrary.org/obo/UBERON_0035552>	<http://www.snomedbrowser.com/Codes/Details/341484008>
<http://purl.obolibrary.org/obo/UBERON_0035552>	"NCIT:C32444"
<http://purl.obolibrary.org/obo/UBERON_0035552>	"FMA:76718"
<http://purl.obolibrary.org/obo/UBERON_0035552>	"UMLS:C0226514"
<http://purl.obolibrary.org/obo/UBERON_0035552>	"Wikipedia:Deep_vein"
<http://purl.obolibrary.org/obo/UBERON_0035552>	"SCTID:341484008"
<http://purl.obolibrary.org/obo/UBERON_0004797>	"EMAPA:36296"
<http://purl.obolibrary.org/obo/UBERON_0004797>	"MA:0002854"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"ZFA:0000255"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"NCIT:C34244"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"VHOG:0000114"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"TAO:0000255"
<http://purl.obolibrary.org/obo/UBERON_0003077>	<http://www.snomedbrowser.com/Codes/Details/361475002>
<http://purl.obolibrary.org/obo/UBERON_0003077>	<http://linkedlifedata.com/resource/umls/id/C1284009>
<http://purl.obolibrary.org/obo/UBERON_0003077>	<http://en.wikipedia.org/wiki/Paraxial_mesoderm>
<http://purl.obolibrary.org/obo/UBERON_0003077>	"AAO:0010568"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"XAO:0000259"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"FMA:293145"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"EMAPA:16183"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"EFO:0003515"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"UMLS:C1284009"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"EMAPA:16751"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"Wikipedia:Paraxial_mesoderm"
<http://purl.obolibrary.org/obo/UBERON_0003077>	"SCTID:361475002"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"MA:0000280"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"XAO:0000183"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"OpenCyc:Mx4rv7yR55wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"MESH:D012590"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"BTO:0001606"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"ZFA:0005563"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"UMLS:C0036410"
<http://purl.obolibrary.org/obo/UBERON_0001773>	<http://linkedlifedata.com/resource/umls/id/C0036410>
<http://purl.obolibrary.org/obo/UBERON_0001773>	"EV:0100342"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"GAID:911"
<http://purl.obolibrary.org/obo/UBERON_0001773>	<http://www.snomedbrowser.com/Codes/Details/181163006>
<http://purl.obolibrary.org/obo/UBERON_0001773>	"NCIT:C12784"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"EMAPA:19027"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"VHOG:0001274"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"AAO:0010354"
<http://purl.obolibrary.org/obo/UBERON_0001773>	<http://en.wikipedia.org/wiki/Sclera>
<http://purl.obolibrary.org/obo/UBERON_0001773>	"FMA:58269"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"SCTID:181163006"
<http://purl.obolibrary.org/obo/UBERON_0001773>	"Wikipedia:Sclera"
<http://purl.obolibrary.org/obo/CL_0000547>	"FMA:83518"
<http://purl.obolibrary.org/obo/UBERON_0005501>	"EMAPA:32819"
<http://purl.obolibrary.org/obo/UBERON_0005501>	"EMAPA:35364"
<http://purl.obolibrary.org/obo/UBERON_0010371>	"FMA:69064"
<http://purl.obolibrary.org/obo/UBERON_0001676>	<http://en.wikipedia.org/wiki/Occipital_bone>
<http://purl.obolibrary.org/obo/UBERON_0001676>	<http://www.snomedbrowser.com/Codes/Details/181796003>
<http://purl.obolibrary.org/obo/UBERON_0001676>	"MESH:D009777"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"EMAPA:25112"
<http://purl.obolibrary.org/obo/UBERON_0001676>	<http://linkedlifedata.com/resource/umls/id/C0028784>
<http://purl.obolibrary.org/obo/UBERON_0001676>	"GAID:227"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"MA:0001468"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"UMLS:C0028784"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"OpenCyc:Mx4rwQtsiZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"NCIT:C12757"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"FMA:52735"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"SCTID:181796003"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"Wikipedia:Occipital_bone"
<http://purl.obolibrary.org/obo/UBERON_0001190>	<http://www.snomedbrowser.com/Codes/Details/244280002>
<http://purl.obolibrary.org/obo/UBERON_0001190>	"UMLS:C0226411"
<http://purl.obolibrary.org/obo/UBERON_0001190>	<http://linkedlifedata.com/resource/umls/id/C0226411>
<http://purl.obolibrary.org/obo/UBERON_0001190>	"EMAPA:18620"
<http://purl.obolibrary.org/obo/UBERON_0001190>	"NCIT:C33242"
<http://purl.obolibrary.org/obo/UBERON_0001190>	"OpenCyc:Mx4rwOa9PZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001190>	"FMA:14761"
<http://purl.obolibrary.org/obo/UBERON_0001190>	"MA:0002012"
<http://purl.obolibrary.org/obo/UBERON_0001190>	<http://en.wikipedia.org/wiki/Ovarian_artery>
<http://purl.obolibrary.org/obo/UBERON_0001190>	"Wikipedia:Ovarian_artery"
<http://purl.obolibrary.org/obo/UBERON_0001190>	"SCTID:244280002"
<http://purl.obolibrary.org/obo/UBERON_0035804>	"FMA:293105"
<http://purl.obolibrary.org/obo/UBERON_0005243>	"EHDAA2:0000887"
<http://purl.obolibrary.org/obo/UBERON_0005243>	"VHOG:0000615"
<http://purl.obolibrary.org/obo/UBERON_0005243>	"EHDAA2:0000886"
<http://purl.obolibrary.org/obo/UBERON_0005243>	"FMA:83584"
<http://purl.obolibrary.org/obo/UBERON_0004148>	"UMLS:C0226654"
<http://purl.obolibrary.org/obo/UBERON_0004148>	"NCIT:C12882"
<http://purl.obolibrary.org/obo/UBERON_0004148>	<http://en.wikipedia.org/wiki/Coronary_circulation>
<http://purl.obolibrary.org/obo/UBERON_0004148>	<http://linkedlifedata.com/resource/umls/id/C0226654>
<http://purl.obolibrary.org/obo/UBERON_0004148>	"EHDAA2:0004507"
<http://purl.obolibrary.org/obo/UBERON_0004148>	"EMAPA:37137"
<http://purl.obolibrary.org/obo/UBERON_0004148>	<http://linkedlifedata.com/resource/umls/id/C0226737>
<http://purl.obolibrary.org/obo/UBERON_0004148>	"UMLS:C0226737"
<http://purl.obolibrary.org/obo/UBERON_0004148>	"ZFA:0005814"
<http://purl.obolibrary.org/obo/UBERON_0004148>	<http://www.snomedbrowser.com/Codes/Details/277726009>
<http://purl.obolibrary.org/obo/UBERON_0004148>	"NCIT:C12878"
<http://purl.obolibrary.org/obo/UBERON_0004148>	"FMA:12846"
<http://purl.obolibrary.org/obo/UBERON_0004148>	"galen:CoronaryVein"
<http://purl.obolibrary.org/obo/UBERON_0004148>	"Wikipedia:Coronary_circulation"
<http://purl.obolibrary.org/obo/UBERON_0004148>	"SCTID:277726009"
<http://purl.obolibrary.org/obo/UBERON_0005800>	<http://linkedlifedata.com/resource/umls/id/C0506947>
<http://purl.obolibrary.org/obo/UBERON_0005800>	"FMA:13087"
<http://purl.obolibrary.org/obo/UBERON_0005800>	"UMLS:C0506947"
<http://purl.obolibrary.org/obo/UBERON_0005800>	"NCIT:C34027"
<http://purl.obolibrary.org/obo/UBERON_0005800>	<http://www.snomedbrowser.com/Codes/Details/119203005>
<http://purl.obolibrary.org/obo/UBERON_0005800>	"SCTID:119203005"
<http://purl.obolibrary.org/obo/UBERON_0005292>	"MIAA:0000061"
<http://purl.obolibrary.org/obo/UBERON_0005292>	"BTO:0003360"
<http://purl.obolibrary.org/obo/UBERON_0005292>	"CALOHA:TS-2119"
<http://purl.obolibrary.org/obo/UBERON_0005292>	"EFO:0001406"
<http://purl.obolibrary.org/obo/UBERON_0005292>	"MAT:0000061"
<http://purl.obolibrary.org/obo/UBERON_0035539>	<http://linkedlifedata.com/resource/umls/id/C0226294>
<http://purl.obolibrary.org/obo/UBERON_0035539>	"NCIT:C32535"
<http://purl.obolibrary.org/obo/UBERON_0035539>	<http://www.snomedbrowser.com/Codes/Details/56548006>
<http://purl.obolibrary.org/obo/UBERON_0035539>	"FMA:4149"
<http://purl.obolibrary.org/obo/UBERON_0035539>	"UMLS:C0226294"
<http://purl.obolibrary.org/obo/UBERON_0035539>	"SCTID:56548006"
<http://purl.obolibrary.org/obo/CHEBI_25805>	"KEGG:C00007"
<http://purl.obolibrary.org/obo/CHEBI_25805>	"WebElements:O"
<http://purl.obolibrary.org/obo/UBERON_0000166>	"FMA:59806"
<http://purl.obolibrary.org/obo/UBERON_0002166>	"ZFA:0001614"
<http://purl.obolibrary.org/obo/UBERON_0002166>	"MA:0000077"
<http://purl.obolibrary.org/obo/UBERON_0002166>	"EMAPA:32745"
<http://purl.obolibrary.org/obo/UBERON_0002166>	<http://www.snomedbrowser.com/Codes/Details/192001005>
<http://purl.obolibrary.org/obo/UBERON_0002166>	"FMA:7284"
<http://purl.obolibrary.org/obo/UBERON_0002166>	"VHOG:0000606"
<http://purl.obolibrary.org/obo/UBERON_0002166>	"TAO:0002169"
<http://purl.obolibrary.org/obo/UBERON_0002166>	"SCTID:192001005"
<http://purl.obolibrary.org/obo/UBERON_0034921>	"CARO:0020001"
<http://purl.obolibrary.org/obo/UBERON_0010188>	"AEO:0000205"
<http://purl.obolibrary.org/obo/UBERON_0010188>	"EHDAA2:0003250"
<http://purl.obolibrary.org/obo/UBERON_0010188>	"FMA:82506"
<http://purl.obolibrary.org/obo/UBERON_0001496>	"FMA:3736"
<http://purl.obolibrary.org/obo/UBERON_0001496>	"EMAPA:17014"
<http://purl.obolibrary.org/obo/UBERON_0001496>	<http://linkedlifedata.com/resource/umls/id/C0003956>
<http://purl.obolibrary.org/obo/UBERON_0001496>	"OpenCyc:Mx4rwVFqO5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001496>	"NCIT:C32150"
<http://purl.obolibrary.org/obo/UBERON_0001496>	<http://www.snomedbrowser.com/Codes/Details/181299009>
<http://purl.obolibrary.org/obo/UBERON_0001496>	"EHDAA2:0000147"
<http://purl.obolibrary.org/obo/UBERON_0001496>	<http://en.wikipedia.org/wiki/Ascending_aorta>
<http://purl.obolibrary.org/obo/UBERON_0001496>	"UMLS:C0003956"
<http://purl.obolibrary.org/obo/UBERON_0001496>	"EHDAA:9828"
<http://purl.obolibrary.org/obo/UBERON_0001496>	"MA:0002570"
<http://purl.obolibrary.org/obo/UBERON_0001496>	"Wikipedia:Ascending_aorta"
<http://purl.obolibrary.org/obo/UBERON_0001496>	"SCTID:181299009"
<http://purl.obolibrary.org/obo/CL_0000134>	"FMA:70546"
<http://purl.obolibrary.org/obo/CL_0000134>	"BTO:0003298"
<http://purl.obolibrary.org/obo/CL_0000134>	"BTO:0002625"
<http://purl.obolibrary.org/obo/UBERON_0018135>	"FMA:83521"
<http://purl.obolibrary.org/obo/UBERON_0007026>	<http://linkedlifedata.com/resource/umls/id/C1514442>
<http://purl.obolibrary.org/obo/UBERON_0007026>	"NCIT:C34268"
<http://purl.obolibrary.org/obo/UBERON_0007026>	<http://www.snomedbrowser.com/Codes/Details/360394002>
<http://purl.obolibrary.org/obo/UBERON_0007026>	"UMLS:C1514442"
<http://purl.obolibrary.org/obo/UBERON_0007026>	"BILA:0000084"
<http://purl.obolibrary.org/obo/UBERON_0007026>	"SCTID:360394002"
<http://purl.obolibrary.org/obo/UBERON_0003406>	"EMAPA:18694"
<http://purl.obolibrary.org/obo/UBERON_0003406>	"MA:0001818"
<http://purl.obolibrary.org/obo/UBERON_0010363>	"VSAO:0000139"
<http://purl.obolibrary.org/obo/UBERON_0010363>	"XAO:0004017"
<http://purl.obolibrary.org/obo/UBERON_0010363>	"ZFA:0005620"
<http://purl.obolibrary.org/obo/UBERON_0003914>	"EHDAA2:0003114"
<http://purl.obolibrary.org/obo/UBERON_0003914>	"AEO:0000114"
<http://purl.obolibrary.org/obo/UBERON_0003914>	"FBbt:00007474"
<http://purl.obolibrary.org/obo/UBERON_0010377>	"EHDAA2:0001120"
<http://purl.obolibrary.org/obo/UBERON_0005856>	"EHDAA:8979"
<http://purl.obolibrary.org/obo/UBERON_0005856>	"EHDAA2_RETIRED:0003148"
<http://purl.obolibrary.org/obo/UBERON_0005856>	"AEO:0000148"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"EHDAA2:0004033"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"RETIRED_EHDAA2:0000095"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"VHOG:0001092"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"EMAPA:16765"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"EMAPA:16767"
<http://purl.obolibrary.org/obo/UBERON_0005666>	"EMAPA:16769"
<http://purl.obolibrary.org/obo/UBERON_0004456>	"FMA:78499"
<http://purl.obolibrary.org/obo/UBERON_0036422>	"FMA:18211"
<http://purl.obolibrary.org/obo/UBERON_0000379>	"FMA:7471"
<http://purl.obolibrary.org/obo/UBERON_0000379>	<http://www.snomedbrowser.com/Codes/Details/660006>
<http://purl.obolibrary.org/obo/UBERON_0000379>	"BTO:0001390"
<http://purl.obolibrary.org/obo/UBERON_0000379>	"SCTID:660006"
<http://purl.obolibrary.org/obo/UBERON_0005911>	"FMA:69065"
<http://purl.obolibrary.org/obo/UBERON_0001415>	"MA:0000546"
<http://purl.obolibrary.org/obo/UBERON_0001415>	"EMAPA:37282"
<http://purl.obolibrary.org/obo/UBERON_0001415>	<http://www.snomedbrowser.com/Codes/Details/181517009>
<http://purl.obolibrary.org/obo/UBERON_0001415>	"FMA:22984"
<http://purl.obolibrary.org/obo/UBERON_0001017>	<http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=854>
<http://purl.obolibrary.org/obo/UBERON_0001017>	"TAO:0000012"
<http://purl.obolibrary.org/obo/UBERON_0001017>	<http://www.snomedbrowser.com/Codes/Details/278199004>
<http://purl.obolibrary.org/obo/UBERON_0001017>	"BIRNLEX:1099"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"EMAPA:16754"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"BAMS:CNS"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"ZFA:0000012"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"NCIT:C12438"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"EHDAA:828"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"GAID:570"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"XAO:0000215"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"BILA:0000080"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"EV:0100163"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"FMA:55675"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"MA:0000167"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"MESH:D002490"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"EFO:0000908"
<http://purl.obolibrary.org/obo/UBERON_0001017>	<http://en.wikipedia.org/wiki/Central_nervous_system>
<http://purl.obolibrary.org/obo/UBERON_0001017>	"EHDAA2:0000225"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"FBbt:00005094"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"UMLS:C0927232"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"OpenCyc:Mx4rvzYt3pwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"AAO:0000090"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"EMAPA:16470"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"CALOHA:TS-0150"
<http://purl.obolibrary.org/obo/UBERON_0001017>	<http://linkedlifedata.com/resource/umls/id/C0927232>
<http://purl.obolibrary.org/obo/UBERON_0001017>	"MAT:0000457"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"BTO:0000227"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"VHOG:0000293"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"Wikipedia:Central_nervous_system"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"neuronames:854"
<http://purl.obolibrary.org/obo/UBERON_0001017>	"SCTID:278199004"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"FMA:10665"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"UMLS:C0226271"
<http://purl.obolibrary.org/obo/UBERON_0001071>	<http://linkedlifedata.com/resource/umls/id/C0226271>
<http://purl.obolibrary.org/obo/UBERON_0001071>	"MA:0002052"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"EMAPA:37117"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"NCIT:C53005"
<http://purl.obolibrary.org/obo/UBERON_0001071>	<http://en.wikipedia.org/wiki/Superficial_part_of_transverse_cervical_artery>
<http://purl.obolibrary.org/obo/UBERON_0001071>	<http://www.snomedbrowser.com/Codes/Details/161746006>
<http://purl.obolibrary.org/obo/UBERON_0001071>	"SCTID:161746006"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"Wikipedia:Superficial_part_of_transverse_cervical_artery"
<http://purl.obolibrary.org/obo/UBERON_0009129>	<http://www.snomedbrowser.com/Codes/Details/3194006>
<http://purl.obolibrary.org/obo/UBERON_0009129>	"EHDAA2:0000274"
<http://purl.obolibrary.org/obo/UBERON_0009129>	"NCIT:C102339"
<http://purl.obolibrary.org/obo/UBERON_0009129>	"VHOG:0001228"
<http://purl.obolibrary.org/obo/UBERON_0009129>	"FMA:7281"
<http://purl.obolibrary.org/obo/UBERON_0009129>	"SCTID:3194006"
<http://purl.obolibrary.org/obo/UBERON_0003071>	"EHDAA2:0004431"
<http://purl.obolibrary.org/obo/UBERON_0003071>	"AAO:0011038"
<http://purl.obolibrary.org/obo/UBERON_0003071>	"XAO:0004090"
<http://purl.obolibrary.org/obo/UBERON_0003071>	"ZFA:0000570"
<http://purl.obolibrary.org/obo/UBERON_0003071>	"TAO:0000570"
<http://purl.obolibrary.org/obo/UBERON_0003071>	"XAO:0000227"
<http://purl.obolibrary.org/obo/UBERON_0003071>	"EFO:0003541"
<http://purl.obolibrary.org/obo/UBERON_0003849>	"EHDAA:360"
<http://purl.obolibrary.org/obo/UBERON_0003849>	"ZFA:0000935"
<http://purl.obolibrary.org/obo/UBERON_0003849>	"EHDAA2:0001101"
<http://purl.obolibrary.org/obo/UBERON_0003849>	"EFO:0003591"
<http://purl.obolibrary.org/obo/UBERON_0003849>	"TAO:0000935"
<http://purl.obolibrary.org/obo/UBERON_0003849>	"VHOG:0000796"
<http://purl.obolibrary.org/obo/UBERON_0001084>	<http://linkedlifedata.com/resource/umls/id/C0205029>
<http://purl.obolibrary.org/obo/UBERON_0001084>	"MA:0000582"
<http://purl.obolibrary.org/obo/UBERON_0001084>	"FMA:12166"
<http://purl.obolibrary.org/obo/UBERON_0001084>	"FMA:24756"
<http://purl.obolibrary.org/obo/UBERON_0001084>	"NCIT:C52757"
<http://purl.obolibrary.org/obo/UBERON_0001084>	"UMLS:C0205029"
<http://purl.obolibrary.org/obo/UBERON_0001084>	<http://www.snomedbrowser.com/Codes/Details/181484006>
<http://purl.obolibrary.org/obo/UBERON_0001084>	"SCTID:181484006"
<http://purl.obolibrary.org/obo/UBERON_0009602>	"EMAPA:16730"
<http://purl.obolibrary.org/obo/UBERON_0009602>	"EMAPA:17654"
<http://purl.obolibrary.org/obo/UBERON_0009602>	"EHDAA2:0000944"
<http://purl.obolibrary.org/obo/UBERON_0002417>	"FMA:259211"
<http://purl.obolibrary.org/obo/UBERON_0002417>	<http://en.wikipedia.org/wiki/Lumbar>
<http://purl.obolibrary.org/obo/UBERON_0002417>	"EMAPA:35104"
<http://purl.obolibrary.org/obo/UBERON_0002417>	<http://www.snomedbrowser.com/Codes/Details/362875007>
<http://purl.obolibrary.org/obo/UBERON_0002417>	"MA:0000021"
<http://purl.obolibrary.org/obo/UBERON_0002417>	"Wikipedia:Lumbar"
<http://purl.obolibrary.org/obo/UBERON_0002417>	"SCTID:362875007"
<http://purl.obolibrary.org/obo/UBERON_0002213>	"EMAPA:36581"
<http://purl.obolibrary.org/obo/UBERON_0002213>	<http://www.snomedbrowser.com/Codes/Details/58442004>
<http://purl.obolibrary.org/obo/UBERON_0002213>	"FMA:7496"
<http://purl.obolibrary.org/obo/UBERON_0002213>	"TAO:0005155"
<http://purl.obolibrary.org/obo/UBERON_0002213>	<http://en.wikipedia.org/wiki/Cartilaginous_joint>
<http://purl.obolibrary.org/obo/UBERON_0002213>	"ZFA:0005155"
<http://purl.obolibrary.org/obo/UBERON_0002213>	"MA:0000320"
<http://purl.obolibrary.org/obo/UBERON_0002213>	"Wikipedia:Cartilaginous_joint"
<http://purl.obolibrary.org/obo/UBERON_0002213>	"SCTID:58442004"
<http://purl.obolibrary.org/obo/UBERON_0014777>	"ZFA:0001332"
<http://purl.obolibrary.org/obo/UBERON_0014777>	"TAO:0001332"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"MAT:0000272"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"EMAPA:16148"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"TAO:0001064"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"RETIRED_EHDAA2:0000669"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"XAO:0004079"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"MIAA:0000272"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"VHOG:0000672"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"FMA:295666"
<http://purl.obolibrary.org/obo/UBERON_0001892>	<http://en.wikipedia.org/wiki/Rhombomere>
<http://purl.obolibrary.org/obo/UBERON_0001892>	"ZFA:0001064"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"DHBA:12664"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"EFO:0003617"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"Wikipedia:Rhombomere"
<http://purl.obolibrary.org/obo/UBERON_0009712>	"NCIT:C102343"
<http://purl.obolibrary.org/obo/UBERON_0009712>	"EHDAA2:0002188"
<http://purl.obolibrary.org/obo/UBERON_0009712>	"VHOG:0001235"
<http://purl.obolibrary.org/obo/UBERON_0009712>	"FMA:9536"
<http://purl.obolibrary.org/obo/UBERON_0009712>	"EMAPA:17341"
<http://purl.obolibrary.org/obo/UBERON_0009712>	<http://www.snomedbrowser.com/Codes/Details/8911002>
<http://purl.obolibrary.org/obo/UBERON_0009712>	"SCTID:8911002"
<http://purl.obolibrary.org/obo/UBERON_0000947>	<http://linkedlifedata.com/resource/umls/id/C0003483>
<http://purl.obolibrary.org/obo/UBERON_0000947>	"EV:0100027"
<http://purl.obolibrary.org/obo/UBERON_0000947>	"FMA:3734"
<http://purl.obolibrary.org/obo/UBERON_0000947>	"galen:Aorta"
<http://purl.obolibrary.org/obo/UBERON_0000947>	<http://www.snomedbrowser.com/Codes/Details/181298001>
<http://purl.obolibrary.org/obo/UBERON_0000947>	"XAO:0003010"
<http://purl.obolibrary.org/obo/UBERON_0000947>	"MA:0000062"
<http://purl.obolibrary.org/obo/UBERON_0000947>	<http://en.wikipedia.org/wiki/Aorta>
<http://purl.obolibrary.org/obo/UBERON_0000947>	"UMLS:C0003483"
<http://purl.obolibrary.org/obo/UBERON_0000947>	"EMAPA:18601"
<http://purl.obolibrary.org/obo/UBERON_0000947>	"MIAA:0000035"
